卻                  	N    	character|文字,surname|姓,human|人,ProperName|专
阿Ｑ                	N    	human|人,%publications|书刊
阿爸                	N    	human|人,family|家,male|男
阿爹                	N    	human|人,family|家,male|男
阿斗                	N    	human|人,ProperName|专,past|昔
阿斗                	N    	human|人,unable|庸,undesired|莠
阿尔巴尼亚人        	N    	human|人,(Albania|阿尔巴尼亚)
阿尔及利亚人        	N    	human|人,(Algeria|阿尔及利亚)
阿飞                	N    	human|人,young|幼,rash|莽,undesired|莠
阿富汗人            	N    	human|人,(Afghan|阿富汗)
阿根廷人            	N    	human|人,(Argentina|阿根廷)
阿狗阿猫            	N    	human|人,ordinary|普
阿拉伯人            	N    	human|人,(Arab|阿拉伯)
阿拉法特            	N    	human|人,official|官,politics|政,ProperName|专,(Palestine|巴勒斯坦)
阿猫阿狗            	N    	human|人,ordinary|普
阿婆                	N    	human|人,aged|老,female|女
阿婆                	N    	human|人,family|家,female|女
阿姨                	N    	human|人,#occupation|职位,*TakeCare|照料,*teach|教,female|女
阿姨                	N    	human|人,family|家,female|女
阿訇                	N    	human|人,religion|宗教
埃及人              	N    	human|人,(Egypt|埃及)
埃塞俄比亚人        	N    	human|人,(Ethiopia|埃塞俄比亚)
矮个儿              	N    	human|人,low|矮
矮人                	N    	human|人,low|矮
矮子                	N    	human|人,low|矮
艾                  	N    	character|文字,surname|姓,human|人,ProperName|专
艾森豪威尔          	N    	human|人,official|官,politics|政,ProperName|专,(US|美国)
爱称                	N    	attribute|属性,name|姓名,&human|人,intimate|亲
爱迪生              	N    	human|人,ProperName|专
爱国者              	N    	human|人,*like|爱惜,#country|国家,desired|良
爱好者              	N    	human|人,*FondOf|喜欢,#WhileAway|消闲
爱开玩笑的人        	N    	human|人,*tease|取乐
爱侣                	N    	human|人,friend|友,*love|爱恋,desired|良
爱女                	N    	human|人,family|家,female|女
爱人                	N    	human|人,family|家
爱人                	N    	human|人,friend|友,*love|爱恋,desired|良
爱斯基摩人          	N    	human|人,(Eskimo|爱斯基摩)
爱因斯坦            	N    	human|人,ProperName|专
安                  	N    	character|文字,surname|姓,human|人,ProperName|专
安哥拉人            	N    	human|人,(Angola|安哥拉)
安危                	N    	attribute|属性,circumstances|境况,#safe|安,#dangerous|危,&human|人
安装工人            	N    	human|人,*install|安装
安装者              	N    	human|人,*install|安装
暗探                	N    	human|人,#occupation|职位,*scout|侦察,police|警
暗娼                	N    	human|人,female|女,crime|罪,#SeekPleasure|寻欢,undesired|莠,(be a prostitute|卖淫)
案犯                	N    	human|人,crime|罪,#police|警,$detain|扣住,undesired|莠
盎格鲁撒克逊人      	N    	human|人
敖                  	N    	character|文字,surname|姓,human|人,ProperName|专
傲骨                	N    	attribute|属性,will|意志,strong|强,&human|人
傲气                	ADJ  	attribute|属性,behavior|举止,arrogant|傲,&human|人
奥地利人            	N    	human|人,(Austria|奥地利)
澳大利亚人          	N    	human|人,(Australia|澳大利亚)
芭蕾舞女演员        	N    	human|人,#occupation|职位,*perform|表演,female|女
芭蕾舞演员          	N    	human|人,#occupation|职位,*perform|表演
扒手                	N    	human|人,crime|罪,*steal|偷
八宝山              	N    	facilities|设施,space|空间,ProperName|专,@bury|埋入,#human|人,#die|死
八宝山革命公墓      	N    	facilities|设施,space|空间,ProperName|专,@bury|埋入,#human|人,#die|死
八字脚              	N    	part|部件,%human|人,foot|脚,#form|形状
巴                  	N    	character|文字,surname|姓,human|人,ProperName|专
巴比伦人            	N    	human|人,(Babylon|巴比伦)
巴赫                	N    	human|人,ProperName|专,#music|音乐,entertainment|艺
巴基斯坦人          	N    	human|人,(Pakistan|巴基斯坦)
巴金                	N    	human|人,ProperName|专,literature|文
巴拉圭人            	N    	human|人,(Paraguay|巴拉圭)
巴拿马人            	N    	human|人,(Panama|巴拿马)
巴西人              	N    	human|人,(Brazilia|巴西)
把大门的            	N    	human|人,*exercise|锻练,(football|足球)
把头                	N    	human|人,official|官,*manage|管理,#industrial|工
把兄弟              	N    	human|人,friend|友
霸                  	N    	human|人,fierce|暴,*MakeBad|加害,undesired|莠
霸                  	N    	human|人,past|昔,undesired|莠
霸王                	N    	human|人,fierce|暴,*MakeBad|加害,undesired|莠
霸主                	N    	human|人,fierce|暴,*MakeBad|加害,undesired|莠
霸主                	N    	human|人,official|官,past|昔
爸                  	N    	human|人,family|家,male|男
爸爸                	N    	human|人,family|家,male|男
白                  	N    	character|文字,surname|姓,human|人,ProperName|专
白痴                	N    	attribute|属性,wisdom|智慧,foolish|愚,&human|人
白痴                	N    	human|人,foolish|愚,undesired|莠
白发                	N    	part|部件,%human|人,hair|毛,white|白
白匪                	N    	human|人,enemy|敌,undesired|莠
白领                	N    	human|人,#occupation|职位,employee|员
白领工人            	N    	human|人,#occupation|职位,employee|员
白马王子            	N    	human|人,$love|爱恋,friend|友,male|男,desired|良
白面书生            	N    	human|人,literature|文
白人                	N    	human|人
白头                	N    	part|部件,%human|人,white|白,head|头
白衣战士            	N    	human|人,#occupation|职位,*cure|医治,medical|医
白种人              	N    	human|人
柏                  	N    	character|文字,surname|姓,human|人,ProperName|专
百里                	N    	character|文字,surname|姓,human|人,ProperName|专
百事通              	N    	human|人,wise|智,desired|良
百岁老人            	N    	human|人,aged|老
百万富翁            	N    	human|人,rich|富,desired|良
百姓                	N    	human|人,ordinary|普,mass|众
败家子              	N    	human|人,extravagant|奢,undesired|莠
败类                	N    	human|人,bad|坏,undesired|莠
败者                	N    	human|人,*defeated|输掉
拜金主义者          	N    	human|人,*respect|敬佩,#wealth|钱财
拜师                	V    	RegardAs|当作,ResultIsa=human|人,#study|学
班                  	N    	character|文字,surname|姓,human|人,ProperName|专
班长                	N    	human|人,official|官,#institution|机构
班长                	N    	human|人,official|官,education|教育,*study|学
班长                	N    	human|人,official|官,military|军
班主任              	N    	human|人,*teach|教,education|教育
班组长              	N    	human|人,official|官,#factory|厂
班禅                	N    	human|人,official|官,religion|宗教,(Tibet|西藏)
搬运工              	N    	human|人,#occupation|职位,*TakeAway|搬动
搬运工人            	N    	human|人,#occupation|职位,*TakeAway|搬动
扳道员              	N    	human|人,#occupation|职位,#route|路
颁布者              	N    	human|人,*announce|发表
